w1gmag,w1gerr,w2gmag,w2gerr,w3gmag,w3gerr,w1mag_2,w1sigm_2,w2mag_2,w2sigm_2,w3mag_2,w3sigm_2,w1gflg,w1flg_2,w2gflg,w2flg_2,w3gflg,w3flg_2,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,cc_flags
11.559,0.006,11.48,0.008,8.822,0.014,11.78,0.006,11.724,0.008,9.165,0.015,0.0,0.0,16.0,16.0,0.0,0.0,16.89277,0.002604185,16.1219,0.001761862,0000
12.376,0.007,12.31,0.012,10.121,0.028,12.495,0.007,12.445,0.012,10.31,0.03,1.0,1.0,1.0,1.0,1.0,1.0,17.82231,0.003687483,16.91106,0.003017366,d000
12.733,0.007,12.669,0.013,11.032,0.076,12.882,0.007,12.83,0.013,11.248,0.08,0.0,0.0,0.0,0.0,0.0,0.0,18.21168,0.004793824,17.32031,0.003566124,0000
11.382,0.006,11.015,0.007,8.971,0.017,11.645,0.006,11.277,0.007,9.356,0.018,1.0,0.0,1.0,0.0,0.0,0.0,17.20067,0.002703453,16.33478,0.002189319,0000
10.954,0.006,10.631,0.006,8.857,0.013,11.23,0.006,10.909,0.006,9.317,0.014,16.0,16.0,0.0,0.0,0.0,0.0,16.70343,0.002274605,15.80335,0.001545991,0000
13.226,0.018,12.9,0.017,10.336,0.063,13.246,0.018,12.914,0.017,10.351,0.064,0.0,0.0,0.0,0.0,0.0,0.0,18.63497,0.005950867,17.63299,0.004472192,0000
11.533,0.006,11.164,0.006,8.762,0.012,11.679,0.006,11.314,0.006,9.015,0.012,0.0,0.0,0.0,0.0,0.0,0.0,17.02786,0.002518672,16.16401,0.001734406,0000
12.904,0.008,12.798,0.013,10.167,0.029,12.902,0.008,12.791,0.013,10.147,0.03,1.0,1.0,1.0,1.0,1.0,1.0,18.42075,0.006232593,17.59997,0.004378919,0000
12.671,0.007,12.364,0.011,9.088,0.016,12.759,0.008,12.45,0.011,9.211,0.017,1.0,1.0,1.0,1.0,1.0,1.0,18.5948,0.006811987,17.70334,0.004290382,0000
12.065,0.006,11.319,0.006,7.81,0.006,12.168,0.006,11.426,0.006,7.982,0.006,1.0,1.0,1.0,1.0,1.0,1.0,18.12709,0.004838616,17.46075,0.003818607,0000
12.121,0.006,11.426,0.008,8.189,0.009,12.364,0.006,11.642,0.008,8.541,0.009,1.0,0.0,1.0,0.0,1.0,0.0,18.26988,0.007218697,17.50305,0.004034388,0000
13.897,0.015,13.805,0.063,11.448,0.222,13.887,0.015,13.789,0.065,11.421,0.226,1.0,0.0,1.0,0.0,0.0,0.0,19.0353,0.007741992,18.21141,0.006054216,0000
12.186,0.006,11.885,0.008,8.498,0.01,12.518,0.006,12.212,0.008,8.946,0.011,16.0,16.0,0.0,0.0,0.0,0.0,18.27394,0.006098118,17.61263,0.004234261,0000
13.162,0.009,13.092,0.022,10.46,0.051,13.277,0.009,13.216,0.023,10.623,0.055,1.0,1.0,1.0,1.0,1.0,1.0,18.93637,0.007437337,18.02349,0.005393512,0000
13.665,0.008,13.545,0.016,11.874,0.098,13.613,0.008,13.484,0.016,11.815,0.099,0.0,0.0,16.0,16.0,0.0,0.0,18.91519,0.007617372,17.97672,0.005902818,0000
12.438,0.011,12.164,0.018,9.657,0.053,12.774,0.011,12.475,0.018,10.092,0.059,1.0,0.0,1.0,0.0,1.0,0.0,18.71513,0.007541255,17.77656,0.006124596,0000
11.11,0.006,11.024,0.008,8.14,0.01,11.857,0.006,11.803,0.008,9.063,0.011,1.0,0.0,1.0,0.0,1.0,0.0,18.18881,0.004977377,17.26659,0.003383534,0000
11.455,0.007,11.261,0.008,8.634,0.014,11.815,0.006,11.634,0.008,9.169,0.014,1.0,0.0,1.0,0.0,1.0,0.0,17.10418,0.002716436,16.31783,0.001938623,0000
12.657,0.007,12.652,0.012,11.206,0.086,12.789,0.007,12.8,0.012,11.42,0.093,1.0,1.0,1.0,1.0,1.0,1.0,17.88604,0.004191931,17.0393,0.002850926,0000
12.46,0.007,12.286,0.014,9.874,0.039,12.706,0.007,12.532,0.014,10.23,0.045,0.0,0.0,0.0,0.0,0.0,0.0,18.37614,0.005288749,17.41868,0.003243716,0000
12.641,0.007,12.562,0.01,10.161,0.034,12.813,0.007,12.734,0.011,10.332,0.036,0.0,0.0,0.0,0.0,0.0,0.0,18.32629,0.00555534,17.5076,0.003548409,0000
12.631,0.007,12.629,0.012,10.184,0.051,12.849,0.007,12.864,0.012,10.472,0.056,1.0,1.0,1.0,1.0,1.0,1.0,17.92244,0.004143778,17.22071,0.00313464,0000
12.636,0.007,12.126,0.009,9.109,0.014,12.8,0.007,12.274,0.009,9.306,0.015,1.0,1.0,1.0,1.0,1.0,1.0,18.57277,0.006358749,17.73337,0.004089704,0000
13.06,0.01,12.951,0.021,12.326,0.323,13.238,0.01,13.139,0.021,12.61,0.351,0.0,0.0,0.0,0.0,0.0,0.0,18.55203,0.008015289,17.59261,0.003896035,0000
12.874,0.007,12.693,0.01,10.364,0.037,12.998,0.007,12.809,0.011,10.524,0.041,1.0,1.0,1.0,1.0,1.0,1.0,18.81268,0.007308992,17.91414,0.005414197,0000
11.963,0.006,11.923,0.011,9.42,0.028,12.432,0.007,12.42,0.012,10.157,0.036,0.0,0.0,0.0,0.0,0.0,0.0,18.00309,0.004263265,17.14511,0.00299301,0000
12.905,0.008,12.702,0.013,9.486,0.023,13.029,0.008,12.843,0.013,9.655,0.025,1.0,1.0,1.0,1.0,1.0,1.0,18.47202,0.005924414,17.72042,0.005010206,0000
13.105,0.008,13.036,0.013,10.932,0.095,13.096,0.009,13.023,0.013,10.911,0.098,1.0,1.0,1.0,1.0,1.0,1.0,18.49793,0.006112294,17.59708,0.00431039,0000
12.019,0.007,11.933,0.01,10.148,0.045,12.341,0.007,12.284,0.01,10.561,0.048,1.0,1.0,1.0,1.0,1.0,1.0,17.65265,0.004108292,16.77445,0.002916469,0000
12.636,0.007,12.592,0.012,10.199,0.037,12.66,0.007,12.618,0.012,10.231,0.038,1.0,1.0,1.0,1.0,1.0,1.0,18.27875,0.005545251,17.31595,0.003705493,0000
13.833,0.014,13.805,0.03,11.717,0.149,13.86,0.014,13.83,0.03,11.744,0.15,1.0,1.0,1.0,1.0,1.0,1.0,18.83755,0.00714464,18.20238,0.006130765,0000
11.592,0.006,11.591,0.008,9.61,0.026,12.147,0.006,12.161,0.008,10.314,0.031,1.0,0.0,1.0,0.0,1.0,0.0,17.83579,0.003964935,16.94041,0.002723853,0000
12.385,0.007,12.055,0.01,8.951,0.015,12.721,0.007,12.355,0.01,9.348,0.017,0.0,0.0,0.0,0.0,0.0,0.0,19.22057,0.009562592,18.3229,0.006840456,0000
13.126,0.009,12.93,0.024,9.746,0.031,13.352,0.009,13.164,0.025,10.062,0.033,1.0,1.0,17.0,17.0,1.0,1.0,18.80509,0.007725494,18.04359,0.005638523,0000
13.255,0.009,13.056,0.012,9.89,0.016,13.251,0.009,13.048,0.012,9.875,0.016,1.0,1.0,1.0,1.0,1.0,1.0,19.23878,0.009244923,18.29297,0.005426992,0000
12.202,0.007,12.125,0.01,9.507,0.028,12.515,0.007,12.456,0.01,9.933,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0h00
12.565,0.008,12.442,0.015,9.789,0.03,12.677,0.008,12.561,0.016,9.946,0.032,1.0,0.0,1.0,0.0,0.0,0.0,18.63041,0.00618536,17.71972,0.004292556,0000
12.264,0.007,12.088,0.015,9.04,0.021,12.616,0.007,12.438,0.015,9.511,0.023,0.0,0.0,0.0,0.0,0.0,0.0,18.65869,0.007009864,17.73826,0.004125235,0000
12.492,0.009,11.869,0.008,9.806,0.02,12.435,0.009,11.799,0.008,9.709,0.019,1.0,1.0,1.0,1.0,1.0,1.0,18.48024,0.005822607,17.49739,0.004783889,hh00
12.946,0.007,12.675,0.01,10.48,0.028,12.962,0.007,12.687,0.01,10.491,0.029,1.0,1.0,1.0,1.0,1.0,1.0,18.74867,0.006886104,17.79154,0.004638317,0000
10.733,0.006,10.327,0.006,7.235,0.007,11.254,0.006,10.796,0.006,7.874,0.007,0.0,0.0,0.0,0.0,0.0,0.0,16.8636,0.002300419,15.98259,0.00173745,0000
12.743,0.01,12.16,0.009,9.653,0.027,12.905,0.011,12.28,0.009,9.804,0.029,0.0,0.0,0.0,0.0,0.0,0.0,18.75941,0.00756494,17.92671,0.005997739,hh00
11.384,0.006,11.352,0.006,8.951,0.018,11.766,0.006,11.763,0.007,9.51,0.021,16.0,16.0,0.0,0.0,0.0,0.0,17.48002,0.003381791,16.55841,0.002258473,0000
11.931,0.006,11.832,0.01,9.078,0.022,12.255,0.006,12.179,0.01,9.606,0.026,0.0,0.0,0.0,0.0,0.0,0.0,17.62783,0.003729212,16.75834,0.002540488,0000
12.83,0.007,12.599,0.011,9.151,0.012,12.908,0.007,12.681,0.011,9.269,0.012,0.0,0.0,0.0,0.0,0.0,0.0,17.50639,0.003632329,17.01034,0.003142615,0000
12.749,0.009,12.698,0.024,10.025,0.088,12.808,0.009,12.766,0.024,10.121,0.09,1.0,0.0,1.0,0.0,0.0,0.0,17.88931,0.003868097,17.11595,0.003158464,0000
12.731,0.007,12.416,0.01,9.937,0.025,13.028,0.008,12.698,0.011,10.35,0.029,1.0,1.0,17.0,1.0,1.0,0.0,18.80294,0.032964,17.90881,0.04079993,0000
12.422,0.006,12.279,0.013,9.452,0.026,12.644,0.007,12.506,0.013,9.755,0.028,1.0,1.0,1.0,1.0,1.0,1.0,18.47469,0.005594175,17.49816,0.003552608,0000
10.624,0.006,10.528,0.006,8.438,0.02,11.069,0.006,11.008,0.006,9.25,0.023,0.0,0.0,0.0,0.0,0.0,0.0,16.9499,0.01091857,16.05662,0.01296008,0000
13.011,0.007,12.561,0.009,10.566,0.034,12.979,0.007,12.524,0.009,10.51,0.034,1.0,1.0,1.0,1.0,1.0,1.0,18.55839,0.005448547,17.53153,0.003981836,0000
12.958,0.008,12.89,0.018,9.951,0.026,13.068,0.008,13.009,0.018,10.105,0.027,0.0,0.0,0.0,0.0,0.0,0.0,18.63255,0.006040425,17.83484,0.004326625,0000
11.331,0.007,11.136,0.008,8.621,0.018,11.809,0.007,11.606,0.008,9.29,0.02,0.0,0.0,0.0,0.0,0.0,0.0,17.50687,0.003254194,16.6836,0.002352666,0000
12.27,0.007,12.07,0.011,9.138,0.019,12.63,0.007,12.43,0.012,9.633,0.021,1.0,0.0,17.0,16.0,1.0,0.0,18.06032,0.01561001,17.30327,0.01066212,0000
13.287,0.009,13.214,0.018,11.058,0.061,13.447,0.01,13.391,0.019,11.338,0.068,0.0,0.0,0.0,0.0,0.0,0.0,18.50385,0.005503999,17.56956,0.003640673,0000
11.277,0.006,11.126,0.009,8.208,0.011,11.697,0.006,11.553,0.009,8.802,0.012,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.076,0.007,12.1,0.009,10.581,0.065,12.178,0.007,12.216,0.009,10.738,0.068,1.0,1.0,1.0,1.0,1.0,1.0,16.83078,0.002281204,16.1331,0.001792996,0000
12.405,0.006,12.32,0.014,10.401,0.045,12.611,0.007,12.524,0.015,10.646,0.049,0.0,0.0,0.0,0.0,0.0,0.0,18.14586,0.004504497,17.25136,0.003463237,0000
12.73,0.011,12.65,0.024,9.905,0.18,12.965,0.011,12.918,0.025,10.276,0.203,0.0,0.0,0.0,0.0,0.0,0.0,18.42077,0.005610848,17.57375,0.004250275,0000
12.721,0.008,12.69,0.015,10.411,0.076,12.921,0.008,12.896,0.013,10.686,0.082,0.0,0.0,0.0,0.0,0.0,0.0,18.27505,0.004795145,17.44143,0.003956561,0000
11.682,0.006,11.651,0.01,9.37,0.02,11.984,0.006,11.977,0.01,9.892,0.024,16.0,16.0,0.0,0.0,0.0,0.0,17.44948,0.003134098,16.52854,0.002144316,0000
12.986,0.008,12.863,0.012,10.801,0.046,13.167,0.008,13.057,0.013,11.073,0.051,1.0,1.0,1.0,1.0,1.0,1.0,18.43917,0.00485987,17.60869,0.004165065,0000
13.104,0.008,12.985,0.016,10.564,0.056,13.176,0.009,13.058,0.016,10.666,0.059,0.0,0.0,0.0,0.0,0.0,0.0,18.47703,0.006622531,17.56592,0.004511124,0000
12.673,0.008,12.304,0.009,8.562,0.01,12.721,0.008,12.357,0.009,8.644,0.011,0.0,0.0,0.0,0.0,0.0,0.0,17.71908,0.003344008,17.13733,0.003222323,0000
12.645,0.007,12.611,0.018,10.089,0.043,12.847,0.007,12.814,0.02,10.363,0.048,0.0,0.0,0.0,0.0,0.0,0.0,18.70033,0.006160703,17.75716,0.004305966,0000
13.074,0.007,13.034,0.019,11.32,0.103,13.088,0.007,13.046,0.02,11.335,0.106,1.0,1.0,1.0,1.0,1.0,1.0,18.37655,0.005693864,17.40344,0.003220098,0000
12.796,0.007,12.756,0.012,12.446,0.251,12.795,0.007,12.756,0.012,12.432,0.255,1.0,1.0,1.0,1.0,1.0,1.0,18.15463,0.005158136,17.12566,0.003039686,0000
12.981,0.008,12.832,0.017,11.334,0.106,13.014,0.008,12.871,0.017,11.408,0.111,1.0,1.0,17.0,17.0,1.0,1.0,18.20317,0.005459761,17.23091,0.003134215,0000
12.674,0.006,12.675,0.009,11.194,0.039,12.694,0.006,12.694,0.009,11.228,0.041,0.0,0.0,0.0,0.0,0.0,0.0,18.31272,0.006432111,17.30687,0.003525198,0000
12.669,0.007,12.635,0.013,10.473,0.058,12.895,0.007,12.869,0.013,10.838,0.066,1.0,1.0,1.0,1.0,1.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.17,0.007,12.126,0.016,9.749,0.043,12.504,0.008,12.485,0.019,10.209,0.053,1.0,1.0,1.0,1.0,1.0,1.0,18.38873,0.005262365,17.44802,0.003977686,0000
11.203,0.006,11.181,0.008,9.209,0.032,12.092,0.007,12.097,0.009,10.67,0.053,1.0,1.0,1.0,1.0,1.0,1.0,17.74391,0.003824727,16.80761,0.002498961,0000
12.068,0.007,11.953,0.009,10.188,0.071,12.357,0.007,12.259,0.009,10.656,0.083,17.0,0.0,1.0,0.0,1.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.844,0.008,12.892,0.023,12.027,0.266,12.901,0.008,12.954,0.024,12.118,0.272,1.0,1.0,1.0,1.0,1.0,1.0,17.95252,0.003939271,17.04108,0.003265435,0000
13.442,0.013,13.217,0.017,11.981,0.23,13.481,0.013,13.258,0.018,12.018,0.233,0.0,0.0,0.0,0.0,0.0,0.0,18.87827,0.007091272,17.97041,0.1311842,h000
11.751,0.007,11.779,0.009,10.646,0.113,12.18,0.007,12.245,0.01,11.351,0.142,1.0,1.0,1.0,1.0,1.0,1.0,17.429,0.003032379,16.60125,0.002230852,00PP
10.969,0.006,10.985,0.007,9.818,0.046,11.397,0.006,11.446,0.007,10.409,0.049,1.0,0.0,1.0,0.0,1.0,0.0,16.83159,0.002247787,15.91973,0.001606986,0000
12.496,0.007,12.486,0.011,11.682,0.115,12.6,0.007,12.597,0.011,11.85,0.125,1.0,1.0,17.0,17.0,1.0,1.0,17.93114,0.004018714,16.98625,0.002733561,0000
12.703,0.009,12.702,0.016,10.167,0.048,12.972,0.009,12.968,0.016,10.613,0.057,1.0,0.0,1.0,0.0,1.0,0.0,18.54187,0.01853389,17.60632,0.01814552,0000
12.342,0.006,12.259,0.009,9.208,0.017,12.597,0.006,12.534,0.009,9.566,0.019,0.0,0.0,0.0,0.0,0.0,0.0,18.08851,0.005371218,17.28808,0.00353507,00P0
10.61,0.006,10.514,0.008,8.277,0.011,11.37,0.006,11.265,0.007,9.201,0.011,0.0,0.0,0.0,0.0,0.0,0.0,17.53947,0.003842758,16.62558,0.003566951,0000
13.508,0.013,13.519,0.017,12.866,0.377,13.446,0.013,13.45,0.017,12.773,0.377,1.0,1.0,1.0,1.0,1.0,1.0,18.44213,0.01663869,17.5512,0.01739086,0000
12.341,0.007,12.369,0.01,11.028,0.097,12.471,0.008,12.5,0.011,11.281,0.114,16.0,16.0,0.0,0.0,0.0,0.0,17.87666,0.003788592,16.88407,0.00286263,0000
10.99,0.006,10.892,0.007,8.094,0.009,11.465,0.006,11.38,0.008,8.682,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
10.627,0.006,10.645,0.007,9.666,0.043,11.225,0.006,11.285,0.007,10.484,0.043,1.0,1.0,1.0,1.0,1.0,1.0,16.65749,0.002230111,15.74228,0.001525607,0000
10.808,0.006,10.806,0.008,8.671,0.025,11.747,0.006,11.777,0.008,10.123,0.038,1.0,1.0,1.0,1.0,1.0,1.0,17.5615,0.003487667,16.69549,0.00244094,0000
11.32,0.007,11.329,0.007,10.805,0.057,11.817,0.007,11.867,0.007,11.59,0.068,1.0,1.0,1.0,1.0,1.0,1.0,17.32236,0.004463591,16.388,0.004263077,0000
13.04,0.008,12.978,0.02,10.595,0.048,12.986,0.008,12.917,0.02,10.518,0.047,1.0,1.0,1.0,1.0,1.0,1.0,18.29687,0.005561535,17.41777,0.003310552,0000
12.844,0.008,12.797,0.018,10.298,0.05,12.994,0.008,12.964,0.018,10.542,0.056,1.0,1.0,1.0,1.0,1.0,1.0,18.24982,0.00980489,17.34096,0.006682816,0000
12.415,0.007,12.448,0.012,11.541,0.212,12.49,0.007,12.53,0.013,11.667,0.224,1.0,1.0,1.0,1.0,1.0,1.0,17.49928,0.003078763,16.59551,0.002148327,0000
12.189,0.007,12.166,0.012,10.104,0.04,12.427,0.007,12.425,0.012,10.497,0.048,1.0,0.0,17.0,16.0,0.0,0.0,18.06564,0.004448891,17.09892,0.002993624,0000
11.534,0.006,11.505,0.007,10.512,0.042,12.033,0.006,12.039,0.007,11.243,0.05,1.0,1.0,1.0,1.0,1.0,0.0,17.65528,0.003893493,16.73091,0.002658775,0000
13.147,0.009,13.078,0.016,10.724,0.057,13.23,0.01,13.168,0.016,10.84,0.06,0.0,0.0,0.0,0.0,0.0,0.0,18.41612,0.005283178,17.65846,0.004342586,0000
13.102,0.009,13.133,0.017,12.354,0.326,13.177,0.009,13.209,0.018,12.451,0.346,1.0,1.0,1.0,1.0,1.0,1.0,18.73661,0.01556767,17.87494,0.02690543,0000
12.665,0.007,12.569,0.013,10.242,0.027,13.115,0.008,13.031,0.015,10.883,0.037,1.0,1.0,1.0,1.0,1.0,1.0,18.78493,0.007259066,17.85661,0.006292541,0000
13.204,0.008,13.187,0.014,12.335,0.271,13.199,0.009,13.18,0.014,12.305,0.27,0.0,0.0,0.0,0.0,0.0,0.0,18.37463,0.004713494,17.42696,0.003224457,0000
12.307,0.007,12.291,0.011,10.792,0.086,12.622,0.007,12.63,0.011,11.312,0.101,1.0,1.0,1.0,1.0,1.0,1.0,18.0154,0.004952458,17.09024,0.003279864,0000
13.038,0.007,13.098,0.016,12.984,0.333,13.01,0.007,13.065,0.017,12.954,0.344,1.0,1.0,1.0,1.0,1.0,1.0,17.86733,0.004139958,16.93761,0.002862812,0000
13.218,0.01,13.118,0.022,12.661,0.37,13.149,0.01,13.034,0.022,12.543,0.368,0.0,1.0,0.0,1.0,0.0,1.0,18.34533,0.005361625,17.33641,0.003547725,0000
13.201,0.008,13.174,0.019,11.402,0.098,13.163,0.008,13.129,0.019,11.335,0.097,1.0,1.0,1.0,1.0,1.0,1.0,17.50724,0.003432261,16.88956,0.003973942,0000
12.632,0.007,12.615,0.011,10.809,0.053,12.718,0.007,12.706,0.011,10.902,0.053,17.0,17.0,17.0,17.0,1.0,1.0,17.59146,0.003383618,16.77684,0.00233078,hh00
11.502,0.007,11.466,0.009,9.063,0.033,12.261,0.007,12.266,0.01,10.291,0.05,1.0,0.0,1.0,0.0,1.0,0.0,17.97637,0.01272498,17.04794,0.008401779,0000
12.93,0.007,12.948,0.016,11.359,0.114,12.997,0.007,13.023,0.016,11.469,0.119,1.0,1.0,1.0,1.0,1.0,1.0,18.03152,0.005535699,17.12953,0.009479091,0000
10.605,0.006,10.588,0.009,8.152,0.019,11.324,0.006,11.364,0.009,9.347,0.023,1.0,0.0,1.0,0.0,1.0,0.0,16.68607,0.002400354,15.83159,0.001593769,00P0
12.414,0.007,12.456,0.016,11.971,0.244,12.564,0.008,12.618,0.017,12.208,0.269,1.0,1.0,1.0,1.0,1.0,1.0,17.73602,0.003626028,16.86311,0.002441095,0000
11.882,0.007,11.766,0.011,9.143,0.03,12.486,0.007,12.408,0.012,9.915,0.036,1.0,1.0,1.0,1.0,1.0,1.0,18.80302,0.007065872,17.77581,0.004421266,0000
12.926,0.008,12.959,0.018,12.677,0.385,12.959,0.008,12.996,0.018,12.735,0.395,1.0,1.0,1.0,1.0,1.0,1.0,17.98587,0.003814275,17.04756,0.003085935,0000
13.381,0.01,13.401,0.015,12.612,0.232,13.329,0.01,13.338,0.015,12.494,0.223,1.0,1.0,1.0,1.0,1.0,1.0,18.26378,0.004686549,17.36732,0.003114913,0000
10.719,0.006,10.737,0.007,10.304,0.078,11.353,0.006,11.414,0.006,11.1,0.066,17.0,1.0,1.0,1.0,1.0,1.0,16.79689,0.002300456,15.82823,0.001572579,0000
12.568,0.008,12.565,0.016,10.646,0.112,12.834,0.008,12.85,0.016,11.041,0.124,1.0,0.0,1.0,0.0,0.0,0.0,17.81623,0.003608199,17.01731,0.002502337,0000
12.987,0.007,12.956,0.012,12.078,0.246,13.127,0.007,13.111,0.012,12.276,0.258,0.0,0.0,16.0,16.0,0.0,0.0,18.14429,0.005056538,17.3792,0.00324339,0000
12.218,0.006,12.209,0.01,11.431,0.048,12.462,0.006,12.478,0.01,11.777,0.052,1.0,1.0,1.0,1.0,1.0,0.0,1e+20,1e+20,1e+20,1e+20,dd00
12.993,0.009,12.963,0.021,10.924,0.09,13.054,0.009,13.027,0.021,11.015,0.094,17.0,17.0,1.0,1.0,1.0,1.0,18.42935,0.006045526,17.51289,0.003697707,0000
12.274,0.006,12.339,0.014,12.119,0.27,12.45,0.007,12.537,0.014,12.379,0.29,1.0,1.0,1.0,1.0,1.0,1.0,17.36735,0.002942387,16.54978,0.002474397,0000
12.295,0.007,12.243,0.01,10.498,0.062,12.482,0.007,12.433,0.01,10.768,0.07,0.0,0.0,0.0,0.0,0.0,0.0,18.07978,0.004712499,17.1224,0.003306011,0000
12.084,0.007,12.052,0.009,10.332,0.078,12.461,0.007,12.448,0.01,10.867,0.091,0.0,0.0,0.0,0.0,0.0,0.0,18.39623,0.005760231,17.35966,0.003324915,0000
11.947,0.009,11.929,0.01,11.34,0.153,12.232,0.009,12.254,0.009,11.795,0.164,1.0,1.0,1.0,1.0,1.0,1.0,17.87672,0.003975207,16.8322,0.002666983,hh00
13.138,0.01,13.096,0.02,12.205,0.187,13.155,0.01,13.116,0.02,12.237,0.194,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
12.09,0.006,12.094,0.009,12.145,0.259,12.347,0.006,12.373,0.009,12.656,0.32,1.0,1.0,1.0,1.0,1.0,1.0,17.63078,0.003394156,16.7259,0.002724295,0000
12.975,0.008,12.891,0.013,10.522,0.059,13.017,0.008,12.933,0.013,10.572,0.061,1.0,1.0,1.0,1.0,1.0,1.0,18.20544,0.004933998,17.39517,0.003799813,0000
10.994,0.006,10.903,0.008,9.271,0.027,11.396,0.006,11.316,0.008,9.851,0.028,1.0,1.0,1.0,1.0,1.0,0.0,16.79746,0.002433015,15.93872,0.001645373,0000
13.114,0.007,13.089,0.011,11.3,0.056,13.076,0.007,13.038,0.011,11.233,0.059,1.0,1.0,1.0,1.0,1.0,1.0,18.82276,0.007593183,17.80957,0.004210584,0000
10.906,0.006,10.903,0.008,9.848,0.082,11.642,0.006,11.686,0.008,10.783,0.084,1.0,0.0,1.0,0.0,1.0,0.0,17.23961,0.002925415,16.36998,0.00200943,0000
12.166,0.007,12.156,0.013,11.477,0.094,12.429,0.007,12.443,0.013,11.85,0.102,1.0,0.0,1.0,0.0,1.0,0.0,18.12444,0.004587512,17.11432,0.003013815,0000
12.962,0.008,12.903,0.015,10.667,0.083,13.045,0.008,12.994,0.015,10.822,0.087,1.0,0.0,1.0,0.0,1.0,0.0,18.00344,0.004539473,17.13223,0.00319021,0000
13.273,0.007,13.274,0.016,12.659,0.298,13.292,0.007,13.293,0.017,12.686,0.305,16.0,16.0,16.0,16.0,0.0,0.0,18.5526,0.005746536,17.62241,0.003816566,0000
12.004,0.01,11.983,0.012,10.194,0.066,12.646,0.014,12.639,0.013,11.171,0.092,17.0,1.0,1.0,1.0,1.0,1.0,18.14484,0.004725378,17.19208,0.003123954,0000
12.243,0.007,12.269,0.011,11.449,0.111,12.373,0.007,12.397,0.011,11.649,0.122,0.0,0.0,0.0,0.0,0.0,0.0,18.17104,0.00462647,17.07693,0.003744215,0000
13.181,0.008,13.153,0.01,11.31,0.054,13.146,0.008,13.116,0.01,11.269,0.054,0.0,0.0,0.0,0.0,0.0,0.0,18.19279,0.004694373,17.34281,0.00342774,0000
10.855,0.006,10.833,0.007,8.029,0.017,11.999,0.006,12.031,0.008,9.908,0.033,1.0,1.0,1.0,1.0,1.0,1.0,17.58701,0.04208707,16.76064,0.01483675,0h00
11.217,0.007,11.204,0.007,10.067,0.059,11.683,0.007,11.695,0.007,10.659,0.061,1.0,1.0,1.0,1.0,1.0,0.0,17.07557,0.002788909,16.19431,0.001782724,0000
11.75,0.006,11.663,0.008,8.784,0.014,12.215,0.006,12.16,0.008,9.447,0.017,0.0,0.0,0.0,0.0,0.0,0.0,17.97766,0.004990264,17.13193,0.003363,0000
12.367,0.008,12.382,0.01,11.693,0.147,12.538,0.008,12.57,0.01,11.934,0.156,0.0,0.0,0.0,0.0,0.0,0.0,18.0455,0.0145404,17.0635,0.01520404,0000
11.816,0.006,11.672,0.008,9.048,0.02,12.109,0.006,11.983,0.009,9.505,0.023,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.58,0.007,12.578,0.026,11.696,0.174,12.735,0.007,12.745,0.026,11.919,0.185,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
11.592,0.006,11.566,0.007,9.789,0.026,12.002,0.006,11.996,0.007,10.407,0.03,1.0,0.0,1.0,0.0,1.0,0.0,17.39746,0.003193435,16.50156,0.002148362,0000
12.792,0.007,12.894,0.012,12.546,0.242,12.753,0.007,12.846,0.011,12.468,0.238,1.0,1.0,1.0,1.0,1.0,1.0,17.46185,0.003159315,16.64256,0.002351267,0000
12.324,0.006,12.303,0.009,11.553,0.114,12.562,0.006,12.571,0.009,11.888,0.121,1.0,0.0,1.0,0.0,1.0,0.0,17.59208,0.003450501,16.67973,0.0027806,0000
13.438,0.011,13.432,0.037,12.133,0.235,13.45,0.011,13.438,0.037,12.14,0.241,1.0,1.0,1.0,1.0,1.0,1.0,18.93253,0.007863444,17.99006,0.005096742,0000
12.906,0.007,12.854,0.015,10.806,0.077,12.951,0.008,12.905,0.015,10.876,0.078,0.0,0.0,0.0,0.0,0.0,0.0,18.2659,0.1182366,17.50295,0.07046504,0000
13.425,0.009,13.489,0.024,11.827,0.136,13.488,0.01,13.554,0.024,11.9,0.141,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
13.223,0.008,13.189,0.014,12.403,0.199,13.349,0.008,13.323,0.014,12.56,0.211,1.0,1.0,1.0,1.0,1.0,1.0,18.662,0.006505484,17.74253,0.003840332,0000
12.069,0.007,12.038,0.011,10.178,0.047,12.258,0.007,12.235,0.011,10.43,0.051,0.0,0.0,0.0,0.0,0.0,0.0,18.36938,0.005012243,17.32634,0.003027218,0000
