w1gmag,w1gerr,w2gmag,w2gerr,w3gmag,w3gerr,w1mag_2,w1sigm_2,w2mag_2,w2sigm_2,w3mag_2,w3sigm_2,w1gflg,w1flg_2,w2gflg,w2flg_2,w3gflg,w3flg_2,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,cc_flags
11.221,0.006,11.202,0.007,9.234,0.023,11.735,0.006,11.745,0.007,9.998,0.028,0.0,0.0,0.0,0.0,0.0,0.0,17.31036,0.003163322,16.43558,0.002261073,0000
12.635,0.008,12.614,0.013,10.597,0.057,12.802,0.008,12.795,0.013,10.881,0.064,1.0,1.0,1.0,1.0,1.0,1.0,17.92916,0.004236874,17.06535,0.003356779,0000
11.207,0.006,11.189,0.008,10.447,0.071,11.784,0.006,11.796,0.009,11.245,0.086,1.0,1.0,1.0,1.0,1.0,1.0,17.57976,0.00516856,16.62027,0.004072873,0000
11.139,0.006,10.73,0.007,8.108,0.014,11.505,0.006,11.083,0.007,8.646,0.014,1.0,0.0,1.0,0.0,1.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
13.271,0.008,13.278,0.027,11.795,0.098,13.299,0.008,13.304,0.027,11.829,0.101,1.0,1.0,1.0,1.0,1.0,1.0,18.67726,0.007164026,17.71577,0.004059505,0000
11.375,0.006,11.362,0.008,9.014,0.024,11.788,0.006,11.797,0.008,9.658,0.03,0.0,0.0,0.0,0.0,0.0,0.0,18.18365,0.00469424,17.07895,0.002840529,0000
12.135,0.006,12.151,0.009,10.516,0.043,12.447,0.006,12.479,0.01,10.99,0.053,1.0,1.0,1.0,1.0,1.0,1.0,18.06493,0.00450144,17.17268,0.002999532,0000
13.047,0.009,12.962,0.013,11.223,0.063,13.092,0.009,13.007,0.013,11.272,0.066,1.0,1.0,1.0,1.0,1.0,1.0,19.28055,0.008695365,18.23308,0.00578348,0000
12.383,0.007,12.333,0.012,10.227,0.055,12.71,0.008,12.688,0.012,10.743,0.067,0.0,0.0,0.0,0.0,0.0,0.0,18.1599,0.004841549,17.26539,0.003379222,0000
12.85,0.008,12.807,0.012,10.781,0.039,12.871,0.008,12.829,0.012,10.824,0.041,1.0,0.0,1.0,0.0,0.0,0.0,17.95063,0.004468374,17.07938,0.003743076,0000
13.192,0.009,13.173,0.026,12.037,0.207,13.232,0.009,13.214,0.027,12.121,0.22,1.0,1.0,1.0,1.0,1.0,1.0,19.03856,0.008714117,17.98817,0.005374973,0000
11.995,0.006,11.945,0.009,10.477,0.029,12.267,0.006,12.245,0.009,10.856,0.031,0.0,0.0,0.0,0.0,0.0,0.0,17.33486,0.003569815,16.52443,0.005460077,0000
12.537,0.007,12.584,0.014,12.248,0.359,12.687,0.007,12.744,0.014,12.466,0.383,1.0,1.0,1.0,1.0,1.0,1.0,17.63202,0.003523243,16.77481,0.003277439,0000
12.912,0.008,12.772,0.022,10.523,0.063,13.1,0.008,12.97,0.023,10.803,0.071,0.0,0.0,0.0,0.0,0.0,0.0,18.73441,0.006817135,17.77887,0.004293886,0000
13.623,0.011,13.681,0.031,12.656,0.307,13.567,0.011,13.613,0.032,12.566,0.312,1.0,1.0,1.0,1.0,1.0,1.0,18.74829,0.007276243,17.82251,0.005094845,0000
12.689,0.007,12.685,0.016,11.055,0.095,12.821,0.007,12.822,0.017,11.219,0.105,1.0,1.0,1.0,1.0,1.0,1.0,18.54753,0.01634115,17.54009,0.01986518,0000
12.799,0.009,12.857,0.014,11.802,0.155,12.873,0.009,12.941,0.014,11.937,0.162,1.0,1.0,1.0,1.0,1.0,1.0,17.86006,0.005426454,17.00576,0.005926215,0000
13.349,0.01,13.346,0.02,11.592,0.12,13.392,0.01,13.392,0.02,11.662,0.123,1.0,1.0,1.0,1.0,1.0,1.0,18.66941,0.006473114,17.69063,0.00465077,d000
10.482,0.006,10.487,0.008,8.287,0.024,11.565,0.006,11.624,0.007,10.456,0.052,1.0,1.0,1.0,1.0,1.0,1.0,17.08185,0.002615299,16.194,0.001752492,0000
12.132,0.007,12.173,0.009,11.727,0.129,12.272,0.007,12.329,0.009,11.97,0.139,1.0,1.0,1.0,1.0,1.0,1.0,17.41517,0.003120415,16.49942,0.002116004,0000
11.103,0.006,11.041,0.008,9.169,0.029,11.586,0.006,11.541,0.008,9.795,0.03,17.0,1.0,1.0,1.0,1.0,0.0,17.22567,0.004642325,16.30441,0.003597476,0000
11.55,0.006,11.538,0.01,9.582,0.048,11.904,0.006,11.926,0.01,10.215,0.059,0.0,0.0,16.0,0.0,0.0,0.0,17.27481,0.003221844,16.40662,0.002282321,0000
11.543,0.006,11.352,0.007,7.651,0.008,11.828,0.006,11.667,0.008,8.121,0.008,0.0,0.0,0.0,0.0,0.0,0.0,16.74501,0.002996228,16.16178,0.002203041,0000
13.63,0.01,13.583,0.027,10.907,0.08,13.558,0.01,13.5,0.027,10.796,0.078,1.0,1.0,1.0,1.0,1.0,1.0,18.87451,0.008401387,18.00635,0.004811761,0000
10.536,0.006,10.474,0.007,7.711,0.011,11.332,0.006,11.284,0.007,8.635,0.011,1.0,0.0,1.0,0.0,0.0,0.0,17.60644,0.007214925,16.67169,0.006239522,0000
13.357,0.009,13.396,0.018,11.471,0.096,13.357,0.009,13.395,0.019,11.485,0.099,0.0,0.0,0.0,0.0,0.0,0.0,18.85077,0.006809085,17.95293,0.004677156,0000
12.396,0.007,12.389,0.009,10.433,0.041,12.571,0.008,12.581,0.01,10.727,0.046,1.0,1.0,1.0,1.0,1.0,1.0,17.36252,0.002885176,16.61052,0.002527048,0000
12.846,0.008,12.758,0.011,10.076,0.019,12.849,0.008,12.759,0.012,10.075,0.02,0.0,0.0,0.0,0.0,0.0,0.0,18.68435,0.007636023,17.76587,0.006942912,0000
12.847,0.007,12.849,0.009,10.541,0.034,12.888,0.007,12.89,0.01,10.579,0.035,1.0,1.0,1.0,1.0,1.0,1.0,17.98611,0.006329913,17.25057,0.006904559,0000
13.862,0.013,13.744,0.022,10.684,0.052,13.839,0.013,13.713,0.023,10.639,0.053,1.0,1.0,1.0,1.0,1.0,1.0,19.92384,0.01372722,19.04508,0.01501983,0000
12.819,0.007,12.773,0.022,10.19,0.073,12.858,0.007,12.809,0.022,10.226,0.076,1.0,1.0,1.0,1.0,1.0,1.0,18.45567,0.008076854,17.55772,0.004823302,0000
13.005,0.007,12.908,0.017,10.685,0.065,13.139,0.007,13.045,0.018,10.83,0.068,1.0,1.0,1.0,1.0,1.0,1.0,18.34801,0.01777104,17.60535,0.0166625,0000
12.331,0.006,12.375,0.009,11.486,0.123,12.451,0.006,12.513,0.01,11.69,0.131,1.0,1.0,1.0,1.0,1.0,1.0,17.23692,0.002799181,16.37737,0.001937903,0000
13.86,0.009,13.756,0.018,11.857,0.099,13.798,0.009,13.684,0.018,11.75,0.097,0.0,0.0,0.0,0.0,0.0,0.0,19.0908,0.008393836,18.20053,0.005335634,0000
12.019,0.007,12.01,0.009,9.824,0.045,12.504,0.007,12.526,0.01,10.465,0.057,0.0,0.0,0.0,0.0,0.0,0.0,18.23617,0.004952005,17.3021,0.003253672,0000
12.973,0.008,12.906,0.016,9.783,0.026,13.003,0.008,12.937,0.016,9.825,0.027,1.0,1.0,1.0,1.0,1.0,1.0,17.9327,0.004703536,17.27881,0.003755277,0000
12.985,0.008,12.936,0.016,10.653,0.072,13.127,0.008,13.073,0.017,10.828,0.08,1.0,1.0,1.0,1.0,1.0,1.0,18.56556,0.006314066,17.68265,0.004482409,0000
13.323,0.013,13.14,0.031,9.71,0.017,13.284,0.013,13.093,0.032,9.637,0.018,0.0,0.0,0.0,0.0,0.0,0.0,19.72807,0.01299081,18.80249,0.009249137,0000
11.984,0.006,11.889,0.012,9.014,0.017,12.202,0.007,12.124,0.012,9.348,0.018,0.0,0.0,0.0,0.0,0.0,0.0,16.33905,0.001769799,15.93348,0.001969342,0000
12.826,0.009,12.733,0.015,10.368,0.068,13.008,0.01,12.91,0.016,10.623,0.077,1.0,1.0,1.0,1.0,1.0,1.0,19.31166,0.01058026,18.27509,0.006487875,0000
13.053,0.008,13.045,0.014,11.437,0.07,12.995,0.008,12.974,0.014,11.34,0.07,0.0,0.0,0.0,0.0,0.0,0.0,18.36798,0.00632414,17.40056,0.005916297,0000
12.584,0.009,12.606,0.02,10.572,0.064,12.917,0.01,12.96,0.022,10.991,0.073,1.0,1.0,1.0,1.0,1.0,1.0,18.38657,0.007815668,17.65815,0.006112101,0000
11.991,0.006,11.921,0.01,8.805,0.017,12.549,0.006,12.498,0.012,9.46,0.022,0.0,0.0,0.0,0.0,0.0,0.0,18.91114,0.007840049,18.07915,0.005992644,0000
12.603,0.007,12.482,0.01,9.77,0.024,12.655,0.007,12.54,0.01,9.846,0.024,1.0,1.0,1.0,1.0,0.0,0.0,18.42079,0.005813114,17.48689,0.003895533,0000
12.843,0.007,12.831,0.012,10.834,0.038,12.95,0.007,12.948,0.012,11.005,0.041,1.0,1.0,1.0,1.0,1.0,1.0,18.36238,0.005385793,17.36293,0.003792588,0000
12.082,0.006,11.848,0.008,8.016,0.008,12.346,0.006,12.129,0.009,8.382,0.008,1.0,0.0,1.0,0.0,1.0,0.0,17.63776,0.004319312,17.14818,0.003357528,0000
11.587,0.006,11.558,0.007,10.247,0.037,11.823,0.006,11.812,0.007,10.594,0.043,1.0,0.0,1.0,0.0,1.0,0.0,18.07366,0.004600127,17.05323,0.002926787,0000
13.004,0.009,13.053,0.023,10.464,0.076,13.323,0.01,13.374,0.027,10.824,0.091,1.0,0.0,1.0,0.0,0.0,0.0,19.17598,0.008984537,18.38751,0.006559025,0000
12.014,0.007,11.969,0.011,9.499,0.034,12.569,0.008,12.539,0.012,10.22,0.042,1.0,0.0,1.0,0.0,1.0,0.0,18.77055,0.007372887,17.78464,0.0045137,0000
13.319,0.01,13.296,0.027,11.474,0.132,13.284,0.01,13.263,0.027,11.439,0.133,1.0,1.0,1.0,1.0,1.0,1.0,18.45629,0.005615104,17.57956,0.004456843,0000
13.1,0.008,13.072,0.014,11.192,0.076,13.14,0.008,13.115,0.014,11.249,0.079,1.0,1.0,1.0,1.0,1.0,1.0,18.59686,0.006266105,17.6459,0.003687781,0000
11.52,0.006,11.461,0.008,9.087,0.019,12.227,0.006,12.194,0.009,9.987,0.025,0.0,0.0,0.0,0.0,0.0,0.0,18.62945,0.006572766,17.68888,0.004432577,0000
11.92,0.006,11.272,0.006,7.517,0.007,12.045,0.006,11.406,0.006,7.731,0.008,1.0,0.0,1.0,0.0,0.0,0.0,17.05543,0.002588537,16.67645,0.002611075,0000
13.104,0.009,13.018,0.017,9.944,0.028,13.2,0.009,13.122,0.018,10.074,0.029,0.0,0.0,0.0,0.0,0.0,0.0,18.93393,0.007350855,18.12559,0.00520046,0000
13.085,0.007,13.038,0.017,10.006,0.027,13.438,0.008,13.408,0.018,10.489,0.031,0.0,0.0,0.0,0.0,0.0,0.0,19.09102,0.007972467,18.29562,0.006419967,0000
13.634,0.013,13.641,0.039,11.056,0.136,13.696,0.014,13.702,0.04,11.131,0.141,1.0,1.0,1.0,1.0,1.0,1.0,19.1317,0.008975753,18.27332,0.006146409,0000
12.323,0.006,12.313,0.009,11.652,0.132,12.516,0.006,12.525,0.009,11.978,0.145,0.0,0.0,0.0,0.0,0.0,0.0,17.69105,0.003574835,16.79706,0.002686857,0000
13.682,0.01,13.461,0.017,10.2,0.026,13.673,0.01,13.449,0.017,10.185,0.027,0.0,0.0,16.0,16.0,0.0,0.0,19.90081,0.01385228,18.87893,0.008848404,00PP
12.549,0.007,12.442,0.013,10.034,0.028,12.767,0.007,12.674,0.014,10.335,0.032,1.0,0.0,1.0,0.0,1.0,0.0,18.65501,0.00962349,17.70538,0.01566147,0000
11.984,0.007,11.792,0.009,8.338,0.011,12.258,0.007,12.064,0.01,8.633,0.012,0.0,0.0,0.0,0.0,0.0,0.0,19.10659,0.00917397,18.13555,0.005935412,0000
12.813,0.007,12.756,0.012,9.695,0.021,12.89,0.007,12.84,0.012,9.797,0.021,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
13.122,0.008,12.93,0.015,9.517,0.02,13.14,0.008,12.948,0.016,9.534,0.021,1.0,1.0,1.0,1.0,1.0,1.0,18.91545,0.007929384,18.02226,0.005536924,0000
13.257,0.008,13.116,0.015,10.629,0.047,13.279,0.008,13.139,0.015,10.661,0.048,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.87,0.007,12.87,0.014,11.697,0.12,12.894,0.007,12.897,0.014,11.737,0.125,0.0,0.0,0.0,0.0,0.0,0.0,18.30024,0.005563234,17.29296,0.003740194,0000
13.554,0.009,13.474,0.02,11.0,0.041,13.534,0.009,13.448,0.021,10.957,0.041,1.0,1.0,17.0,17.0,1.0,1.0,19.17873,0.008990223,18.24207,0.006029988,0000
12.522,0.007,12.485,0.013,9.882,0.039,12.894,0.007,12.85,0.015,10.296,0.046,0.0,0.0,0.0,0.0,0.0,0.0,19.54485,0.01174957,18.59564,0.007909796,0000
12.155,0.006,12.021,0.01,8.755,0.016,12.315,0.006,12.19,0.01,8.978,0.017,1.0,1.0,1.0,1.0,1.0,1.0,17.6311,0.003513173,16.93106,0.002705504,0000
12.827,0.007,12.74,0.016,9.739,0.024,12.95,0.007,12.865,0.017,9.869,0.026,1.0,1.0,1.0,1.0,1.0,1.0,18.63266,0.006478244,17.77925,0.004373071,0000
13.156,0.007,13.159,0.019,10.355,0.046,13.355,0.008,13.359,0.021,10.61,0.052,17.0,17.0,1.0,1.0,1.0,1.0,18.8568,0.006561118,18.12074,0.005731689,0000
11.737,0.006,11.576,0.007,8.43,0.01,12.102,0.006,11.952,0.007,8.927,0.011,0.0,0.0,0.0,0.0,0.0,0.0,18.80687,0.006981996,17.80869,0.004493077,0000
12.684,0.007,12.629,0.014,9.756,0.027,12.705,0.007,12.65,0.014,9.786,0.027,1.0,1.0,1.0,1.0,1.0,1.0,17.31247,0.002974003,16.53269,0.002103325,0000
13.41,0.011,13.252,0.029,10.202,0.054,13.431,0.012,13.269,0.03,10.222,0.055,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
13.356,0.008,13.133,0.018,9.6,0.014,13.324,0.008,13.095,0.018,9.545,0.014,1.0,1.0,1.0,1.0,1.0,1.0,18.98151,0.03103999,18.31303,0.02409659,0000
13.793,0.011,13.412,0.023,9.925,0.023,13.85,0.011,13.475,0.023,10.029,0.024,0.0,0.0,0.0,0.0,0.0,0.0,19.15827,0.009319814,18.28602,0.006803813,0000
11.772,0.007,11.678,0.008,8.676,0.012,12.076,0.007,12.007,0.008,9.142,0.014,0.0,0.0,16.0,16.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
11.812,0.006,11.738,0.009,8.503,0.009,12.066,0.006,12.005,0.009,8.848,0.01,0.0,0.0,0.0,0.0,0.0,0.0,17.53957,0.003705692,16.83073,0.002792213,0000
13.582,0.012,13.505,0.028,10.936,0.103,13.634,0.012,13.564,0.027,11.022,0.105,1.0,1.0,1.0,1.0,0.0,0.0,18.71708,0.00693915,17.89792,0.005145026,0000
13.439,0.009,13.288,0.019,10.368,0.033,13.056,0.008,12.862,0.018,9.859,0.029,1.0,1.0,1.0,1.0,1.0,1.0,19.38446,0.01301851,18.35759,0.00705984,0000
10.807,0.006,10.717,0.007,8.375,0.013,11.416,0.006,11.319,0.007,9.013,0.012,1.0,0.0,1.0,0.0,1.0,0.0,17.78415,0.004097504,16.81468,0.00263768,0000
13.052,0.008,12.892,0.017,10.252,0.029,13.099,0.008,12.939,0.017,10.315,0.03,0.0,0.0,0.0,0.0,0.0,0.0,18.7242,0.007146246,17.94121,0.005323278,0000
14.231,0.015,14.194,0.026,11.913,0.116,14.192,0.015,14.149,0.026,11.848,0.115,0.0,0.0,0.0,0.0,0.0,0.0,19.86157,0.01395785,18.97997,0.008649968,0000
13.743,0.009,13.688,0.018,11.765,0.074,13.684,0.01,13.618,0.019,11.661,0.073,0.0,0.0,0.0,0.0,0.0,0.0,18.90071,0.007898308,18.04626,0.005140929,0000
13.679,0.012,13.65,0.026,11.3,0.11,13.687,0.012,13.656,0.026,11.315,0.114,0.0,0.0,0.0,0.0,0.0,0.0,18.74734,0.007592177,17.9618,0.005625603,0000
13.631,0.009,13.608,0.015,11.397,0.084,13.619,0.009,13.59,0.015,11.366,0.085,0.0,0.0,0.0,0.0,0.0,0.0,19.12379,0.008770895,18.27589,0.005534329,0000
13.417,0.01,13.261,0.027,9.991,0.052,13.409,0.01,13.251,0.027,9.973,0.052,1.0,1.0,1.0,1.0,1.0,1.0,19.51166,0.01151722,18.60526,0.007811651,0000
12.223,0.007,12.134,0.008,9.65,0.016,12.448,0.007,12.379,0.008,9.96,0.017,0.0,0.0,0.0,0.0,0.0,0.0,18.35013,0.006583651,17.41938,0.006025165,0000
12.859,0.008,12.748,0.01,9.647,0.023,12.884,0.008,12.77,0.01,9.665,0.023,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
12.534,0.008,12.455,0.017,8.957,0.019,12.821,0.008,12.754,0.017,9.357,0.02,0.0,0.0,0.0,0.0,0.0,0.0,17.93295,0.004730934,17.36106,0.003325781,0000
12.509,0.007,12.405,0.014,9.793,0.034,12.574,0.007,12.468,0.014,9.861,0.035,1.0,1.0,1.0,1.0,1.0,1.0,18.06735,0.004174024,17.21521,0.003378114,0000
12.431,0.007,12.328,0.013,10.04,0.052,12.643,0.007,12.559,0.013,10.387,0.059,1.0,1.0,1.0,1.0,1.0,1.0,17.75481,0.003633899,16.90368,0.002622323,0000
12.961,0.011,12.862,0.016,10.019,0.037,13.043,0.011,12.949,0.017,10.101,0.039,0.0,0.0,0.0,0.0,0.0,0.0,18.63816,0.1348763,17.80267,0.05456906,hh00
12.75,0.007,12.626,0.019,9.842,0.058,12.747,0.007,12.611,0.02,9.814,0.059,0.0,0.0,0.0,0.0,0.0,0.0,18.58839,0.01007694,17.65384,0.00583987,0000
13.37,0.011,13.334,0.015,11.276,0.1,13.371,0.011,13.33,0.016,11.277,0.106,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
13.13,0.011,13.025,0.017,9.809,0.034,13.29,0.011,13.195,0.018,10.016,0.037,1.0,0.0,1.0,0.0,0.0,0.0,18.92482,0.008071994,18.17424,0.006012869,0000
11.329,0.006,11.161,0.008,7.59,0.008,11.762,0.006,11.624,0.008,8.194,0.008,1.0,1.0,1.0,1.0,1.0,1.0,17.59252,0.00390135,16.87027,0.002699232,0000
13.279,0.008,13.226,0.022,10.441,0.048,13.344,0.008,13.287,0.022,10.516,0.05,1.0,1.0,1.0,1.0,1.0,1.0,18.51486,0.006069272,17.78046,0.003964783,0000
12.37,0.007,12.278,0.022,9.348,0.03,12.551,0.007,12.468,0.023,9.588,0.032,0.0,0.0,0.0,0.0,0.0,0.0,18.47671,0.005872483,17.57647,0.0042392,0000
11.339,0.006,11.258,0.009,8.296,0.015,11.849,0.006,11.805,0.01,9.0,0.018,1.0,1.0,1.0,1.0,1.0,1.0,17.67643,0.01085875,16.81044,0.007419706,0000
11.522,0.006,11.398,0.007,8.378,0.01,12.191,0.006,12.057,0.008,9.145,0.012,0.0,0.0,0.0,0.0,0.0,0.0,19.15677,0.009090143,18.20157,0.006181892,0000
13.571,0.01,13.515,0.026,10.724,0.06,13.542,0.011,13.481,0.027,10.677,0.061,1.0,1.0,1.0,1.0,1.0,1.0,19.47821,0.01117488,18.48205,0.007376083,0000
13.464,0.009,13.292,0.018,10.41,0.038,13.417,0.01,13.237,0.019,10.334,0.038,1.0,1.0,1.0,1.0,1.0,1.0,19.63413,0.01096954,18.61232,0.007866456,0000
12.222,0.006,12.022,0.014,9.215,0.025,12.42,0.007,12.227,0.015,9.491,0.026,0.0,0.0,0.0,0.0,0.0,0.0,19.35319,0.01033861,18.20708,0.005717591,0000
12.898,0.008,12.678,0.014,9.387,0.022,12.879,0.008,12.654,0.014,9.351,0.022,1.0,1.0,1.0,1.0,1.0,1.0,18.8779,0.008335589,17.87889,0.004735958,0000
12.388,0.007,12.285,0.015,9.262,0.022,12.643,0.008,12.539,0.016,9.56,0.026,0.0,0.0,0.0,0.0,0.0,0.0,19.03249,0.008053805,18.10346,0.005543615,0000
11.626,0.006,11.591,0.008,9.306,0.014,12.098,0.006,12.102,0.008,10.008,0.016,0.0,0.0,16.0,0.0,0.0,0.0,17.63428,0.003555263,16.69055,0.002275421,0000
12.889,0.008,12.548,0.014,9.587,0.02,12.98,0.008,12.634,0.015,9.71,0.022,0.0,0.0,0.0,0.0,0.0,0.0,18.99936,0.009170198,18.15479,0.006289722,0000
13.424,0.011,13.457,0.032,11.163,0.124,13.64,0.011,13.689,0.033,11.428,0.131,0.0,0.0,0.0,0.0,0.0,0.0,19.31167,0.009687102,18.48025,0.006818447,0000
12.501,0.006,12.479,0.008,12.116,0.126,12.594,0.006,12.583,0.008,12.248,0.131,1.0,1.0,1.0,1.0,0.0,0.0,17.85915,0.004274007,16.95238,0.00255279,0000
12.052,0.006,11.907,0.011,9.202,0.021,12.42,0.006,12.274,0.012,9.546,0.023,1.0,0.0,1.0,0.0,1.0,0.0,19.39283,0.5533051,18.34657,0.110828,0000
12.761,0.008,12.599,0.015,9.554,0.02,13.044,0.008,12.882,0.017,9.881,0.024,1.0,0.0,1.0,0.0,1.0,0.0,19.08483,0.007970346,18.30032,0.006055844,0000
12.482,0.007,12.405,0.008,9.831,0.023,12.787,0.007,12.715,0.008,10.249,0.027,0.0,0.0,0.0,0.0,0.0,0.0,18.96487,0.007329141,17.96342,0.004721527,0000
12.873,0.007,12.784,0.015,9.944,0.026,12.874,0.007,12.782,0.015,9.934,0.027,1.0,1.0,1.0,1.0,1.0,1.0,18.63276,0.008959503,17.73817,0.005011115,0000
12.672,0.006,12.434,0.009,9.25,0.01,12.743,0.006,12.511,0.009,9.359,0.01,0.0,0.0,0.0,0.0,0.0,0.0,18.38894,0.005678594,17.57216,0.003936972,0000
12.889,0.008,12.632,0.022,9.138,0.034,12.897,0.009,12.638,0.022,9.142,0.034,0.0,0.0,0.0,0.0,0.0,0.0,19.06593,0.00790398,18.19604,0.00542411,0000
13.624,0.008,13.484,0.015,10.971,0.04,13.613,0.008,13.471,0.015,10.944,0.04,0.0,0.0,0.0,0.0,0.0,0.0,18.51886,0.006157384,17.74457,0.004575631,0000
10.852,0.006,10.804,0.006,7.942,0.01,11.455,0.006,11.437,0.007,8.769,0.012,1.0,0.0,1.0,0.0,0.0,0.0,17.27182,0.01101473,16.37816,0.008181119,0000
12.709,0.007,12.492,0.009,8.698,0.009,12.793,0.007,12.587,0.009,8.829,0.009,1.0,1.0,1.0,1.0,1.0,1.0,18.05041,0.004078225,17.5649,0.003656431,0000
12.32,0.007,12.355,0.014,10.05,0.042,12.547,0.007,12.592,0.014,10.394,0.048,0.0,0.0,0.0,0.0,0.0,0.0,17.78644,0.00392689,16.94931,0.002935993,0000
12.316,0.007,12.188,0.009,9.794,0.027,12.565,0.007,12.457,0.009,10.161,0.03,1.0,0.0,1.0,0.0,0.0,0.0,19.25669,0.009126123,18.14976,0.005108323,0000
11.618,0.006,11.406,0.007,7.998,0.009,11.955,0.006,11.745,0.007,8.422,0.009,1.0,0.0,1.0,0.0,1.0,0.0,17.80706,0.003955668,17.07709,0.003250818,0000
13.451,0.008,13.422,0.018,11.403,0.143,13.39,0.008,13.34,0.019,11.291,0.141,0.0,0.0,0.0,0.0,0.0,0.0,18.72301,0.007300444,17.81516,0.005101765,0000
13.259,0.008,13.147,0.016,10.291,0.032,13.293,0.008,13.181,0.017,10.331,0.033,1.0,1.0,1.0,1.0,1.0,1.0,19.00095,0.007031534,18.11859,0.004865397,0000
11.941,0.007,11.933,0.008,11.745,0.158,12.308,0.007,12.326,0.008,12.286,0.172,1.0,1.0,1.0,1.0,1.0,1.0,17.55882,0.003344514,16.64417,0.002294508,0000
12.31,0.009,12.292,0.014,12.107,0.206,12.474,0.009,12.471,0.015,12.384,0.233,0.0,0.0,0.0,0.0,0.0,0.0,17.81627,0.1239628,16.8305,0.05880466,0000
12.864,0.007,12.846,0.013,13.322,0.324,12.908,0.007,12.889,0.013,13.348,0.328,1.0,1.0,1.0,1.0,1.0,1.0,18.14561,0.00445086,17.19142,0.002937843,0000
11.951,0.006,11.891,0.008,11.18,0.134,12.255,0.006,12.218,0.008,11.696,0.155,1.0,1.0,1.0,1.0,1.0,1.0,17.90061,0.003943968,16.86458,0.002534889,0000
12.898,0.008,12.927,0.011,13.34,0.347,12.903,0.008,12.931,0.011,13.325,0.353,1.0,1.0,1.0,1.0,1.0,1.0,17.99177,0.007095365,17.02437,0.003669655,0000
11.471,0.006,11.451,0.007,11.023,0.077,11.752,0.006,11.773,0.007,11.5,0.079,0.0,0.0,0.0,0.0,0.0,0.0,16.21467,0.001576987,15.47221,0.001266235,0000
11.131,0.006,11.152,0.007,10.677,0.084,11.532,0.006,11.589,0.007,11.275,0.092,1.0,1.0,1.0,1.0,1.0,1.0,16.59855,0.002021102,15.74588,0.001477499,0000
13.19,0.008,13.187,0.013,12.899,0.305,13.206,0.008,13.201,0.013,12.912,0.308,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
12.956,0.007,12.996,0.012,12.858,0.191,12.985,0.007,13.026,0.013,12.896,0.195,1.0,1.0,1.0,1.0,1.0,1.0,17.86724,0.004626372,17.04084,0.003213699,0000
12.398,0.006,12.361,0.013,12.153,0.185,12.686,0.006,12.671,0.013,12.514,0.201,1.0,1.0,1.0,1.0,1.0,1.0,18.23277,0.009432773,17.29833,0.008602106,0000
13.87,0.009,13.972,0.03,13.391,0.4,13.921,0.009,14.021,0.031,13.529,0.448,1.0,1.0,1.0,1.0,1.0,1.0,19.1346,0.009334093,18.3567,0.006754531,0000
12.437,0.007,12.422,0.012,11.983,0.24,12.523,0.007,12.519,0.012,12.1,0.253,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.377,0.008,12.358,0.014,12.154,0.275,12.583,0.008,12.585,0.015,12.437,0.294,1.0,1.0,1.0,1.0,1.0,1.0,17.68782,0.0158394,16.7823,0.02149077,0000
12.545,0.007,12.594,0.014,12.514,0.384,12.672,0.007,12.732,0.014,12.648,0.388,1.0,1.0,1.0,1.0,1.0,1.0,17.84106,0.004024918,16.97888,0.002831728,0000
12.842,0.008,12.815,0.012,12.451,0.293,12.908,0.008,12.893,0.012,12.578,0.308,1.0,1.0,1.0,1.0,1.0,1.0,17.76814,0.003806847,16.88184,0.002726772,0000
12.157,0.007,12.205,0.011,11.972,0.177,12.531,0.007,12.611,0.012,12.439,0.195,1.0,1.0,1.0,1.0,1.0,1.0,17.87785,0.004001385,17.02525,0.002733941,0000
11.572,0.007,11.537,0.011,11.204,0.101,12.055,0.007,12.064,0.011,11.973,0.127,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
13.403,0.011,13.343,0.027,12.256,0.304,13.486,0.012,13.43,0.028,12.306,0.304,1.0,1.0,1.0,1.0,1.0,1.0,19.0864,0.008661343,18.08137,0.005504381,0000
12.586,0.007,12.587,0.013,12.334,0.23,12.818,0.007,12.84,0.013,12.7,0.26,0.0,0.0,0.0,0.0,0.0,0.0,18.05556,0.004407119,17.19256,0.002946676,0000
11.372,0.006,11.387,0.007,10.843,0.065,11.653,0.006,11.704,0.007,11.359,0.077,1.0,1.0,1.0,1.0,1.0,1.0,16.70522,0.002162912,15.90077,0.001567472,0000
